id	qihao	riqi	shunxu1	shunxu2	shunxu3	shunxu4	shunxu5	shunxu6	lan	hsorts	hmd5	amd5
627	207109	2007-09-18	1	7	14	13	4	8	4	1,4,7,8,13,14	db6fa955b040148966c5deb1bfa0441e	df35bd6f9728ebebb32ee961061cd1c4
628	207110	2007-09-20	7	4	15	28	2	24	3	2,4,7,15,24,28	1a4c1527f8bc80f659caa37cd4c0f60c	8c7aa4ca3ea50ffd42a5d29025d1c713
629	207111	2007-09-23	17	9	12	13	2	10	11	2,9,10,12,13,17	991d543b62f8330e0a269224f702ad8d	99eb6ec68648ffd7fdf4acfa5ee73e50
630	207112	2007-09-25	16	7	32	14	25	11	11	7,11,14,16,25,32	a2bc24fba226b6a0bfb5e942f8059281	c7581794fc7cc2e8613eb73c977fb480
631	207113	2007-09-27	18	23	31	25	26	4	10	4,18,23,25,26,31	de69c8697bd41d5a3114a6ae0f1467f6	6f8ad1e16a133438fb4bbf5300aa4f2f
632	207114	2007-09-30	27	12	15	5	33	24	5	5,12,15,24,27,33	502e6939dbc796ce00cf2bf33b13fee4	18a6ef382d9df5d574a530dd6853fb3b
633	207115	2007-10-02	16	20	1	26	10	5	2	1,5,10,16,20,26	2ad2cd6584dc2c1e47753ffb9ef7bc7b	cb7c06402496a06d5c17794fa7182a61
634	207116	2007-10-04	11	5	7	27	17	3	13	3,5,7,11,17,27	b59ed19dea25d1aab0a3f7567bc68474	18416d598ab95b4f5890b777084857fe
635	207117	2007-10-07	32	7	26	10	9	3	1	3,7,9,10,26,32	bcc5a261ac8dd7564f18a3c2599fb731	d8541603c5bd9d43357caaf5e4d99646
636	207118	2007-10-09	32	18	4	25	16	10	15	4,10,16,18,25,32	842c93bd4784f9b05062fe58d552e6ae	6f42a57c1abc05510bf33e15ba9cee02
637	207119	2007-10-11	31	8	25	3	11	13	12	3,8,11,13,25,31	78b1478d996bee0c5bb1c454154faacc	a1455fdde25c641a333804fb0978ee7b
638	207120	2007-10-14	12	7	18	11	6	25	1	6,7,11,12,18,25	ccc83cb2da728ad395d5289c87f12025	ccc849164eef3df2a896a7acb96d7510
639	207121	2007-10-16	21	3	28	22	10	27	6	3,10,21,22,27,28	12a893f26ec69bb95b82eff7b4e50aab	2e9001edac6b9575cfcbcae80177a72a
640	207122	2007-10-18	7	4	32	24	26	19	9	4,7,19,24,26,32	de1981ec2e9523b09bae526d10a9bd9c	c913e277f63fe9f9877073d5746cf835
641	207123	2007-10-21	28	1	23	13	15	32	2	1,13,15,23,28,32	647d46e79df8e8ef5783847cdf979b40	72e43014f654ddaa6524ecd601cba76d
642	207124	2007-10-23	19	3	32	7	13	16	16	3,7,13,16,19,32	be55ba212f7aa574af471a77a0e62cc2	20706238720f1fe3549399a1b6c2e22c
643	207125	2007-10-25	5	33	3	27	18	20	1	3,5,18,20,27,33	c8c28f6e9f13572888e5d55638c7e4d7	d5757c4e3278248c32ca1ced44b6f7ef
644	207126	2007-10-28	31	26	10	19	9	23	9	9,10,19,23,26,31	83128dd37075667c85ff12dc9b4b7d0e	ab98533863d1cb2d20294766e1a5fc5c
645	207127	2007-10-30	28	13	9	24	16	6	11	6,9,13,16,24,28	b0f64a25561611b6e3ac6a866ac8647c	658eb4aeca1b6b0ef9ab5cd31640a66a
646	207128	2007-11-01	27	21	31	19	10	9	5	9,10,19,21,27,31	6f6644947644e6233f330d7c69e053bb	ca780e8e6eec14add6913dd9accd7d58
647	207129	2007-11-04	7	20	22	21	5	30	8	5,7,20,21,22,30	110ab3c10ad990d1554cd80423980a59	e6cd6d2725b8f367abb24231108301cf
648	207130	2007-11-06	5	9	31	27	3	11	4	3,5,9,11,27,31	607a0d4f60a9bf95ac134984b83ce9b1	808106a8bda2cbf51e3d9114c3a0b641
649	207131	2007-11-08	5	22	7	3	27	16	5	3,5,7,16,22,27	457069d759a0815d1847af56a02c5b2c	107e8b7f2ea401e71c5e53525661a521
650	207132	2007-11-11	22	23	1	21	9	16	5	1,9,16,21,22,23	9626b30d746b30ca8aed5702216202da	f0d7f091a1a84a3b474e2b6fa96d9a1e
651	207133	2007-11-13	6	33	13	11	7	3	10	3,6,7,11,13,33	4622befa705c262f04a3480aba1653d0	25e09ed749f1acf4670859b8c27e6e89
652	207134	2007-11-15	1	10	4	18	13	25	15	1,4,10,13,18,25	69d3fe32b77e45bea64d7a422ad9e8d6	306e454c17af4a6877b8e7194926e3b6
653	207135	2007-11-18	11	16	1	31	33	26	16	1,11,16,26,31,33	b6bf3a379e21915f1a6b3c73a4b056ca	2ad1042917b1aa2abfd31d4cd3194795
654	207136	2007-11-20	25	1	18	2	21	29	14	1,2,18,21,25,29	d187b16273bec11d2c641fc872f2eac4	605b93b5ea86b05855afa0249501c6ed
655	207137	2007-11-22	20	8	22	7	18	3	3	3,7,8,18,20,22	34a96c00db95da60efc004aa1bc005ba	b4f0e5ba949a7a60346a685435419c60
656	207138	2007-11-25	25	17	19	3	2	15	16	2,3,15,17,19,25	45b6969d7260f67b8b583b3724065cd2	1278ff61de601ec5767871f651a832ab
657	207139	2007-11-27	6	16	14	10	22	12	6	6,10,12,14,16,22	fd093c3319fe9c66314319479883f2a9	afa0d6f670b582071e7212be4bfa9eb6
658	207140	2007-11-29	1	5	22	26	16	21	11	1,5,16,21,22,26	ce060e8a1188a58b7c6a873f190ede31	f34019bed6c61755f267df338a5460ed
659	207141	2007-12-02	3	31	6	2	17	4	8	2,3,4,6,17,31	2b4c1600487af2336498dd9bee408d53	4936a33abab43b9c71366f14c7898635
660	207142	2007-12-04	30	25	20	26	11	27	8	11,20,25,26,27,30	9073b02409cac60a7ec9dce563258f75	72c59aed4e5e30a8f7fc7d0e2c696ce1
661	207143	2007-12-06	24	26	22	1	23	6	4	1,6,22,23,24,26	4c07164e92550b8bc3b7c9eb3dd359e8	8481a7eb3f03381607d58e43291e5565
662	207144	2007-12-09	8	28	14	32	25	23	16	8,14,23,25,28,32	301730ff6c37f677d8c5c30e1deedad2	89756c51d3b02678dc34662ae87e0c7f
663	207145	2007-12-11	31	11	25	9	8	12	11	8,9,11,12,25,31	d6062a097e8f0b2533fbd6b64329967d	a03ab7239f1e7b7396e3cdbe21e291eb
664	207146	2007-12-13	18	4	30	24	22	26	9	4,18,22,24,26,30	077a36342b1ba8266777c20e9c834345	ecd81756f32a5a7742d80253ed013ca2
665	207147	2007-12-16	24	26	18	7	3	27	4	3,7,18,24,26,27	f444222280af33da6e50ea71656195f0	c840b05027978f84018f98a410f9e51b
666	207148	2007-12-18	28	3	17	16	23	9	7	3,9,16,17,23,28	b247d0d45e2cc021d4fa67c341417edd	3e742f0b0b7484c655a068d4503622b9
667	207149	2007-12-20	1	19	30	28	17	22	3	1,17,19,22,28,30	50e0f035ad288e1fba229decc44cc9f0	d18cabe5c5d5336c3bf81eb41998561d
668	207150	2007-12-23	13	11	3	5	24	19	5	3,5,11,13,19,24	3e62c7f22cbbb0fa06669b2b95f55055	ab8231a5abcff8d560b3804376b5ac0b
669	207151	2007-12-25	11	23	6	25	10	1	2	1,6,10,11,23,25	93d8250e0c4d0af75ca675fb7e34d04f	c6ff0aea7d94c7494b53dc0afb34e025
670	207152	2007-12-27	30	17	21	29	11	33	8	11,17,21,29,30,33	5ccc6fd6cb2d987e0992ee70a04fc93e	6733e7737548ba18877a1c002ff65dd8
671	207153	2007-12-30	4	1	31	20	19	25	15	1,4,19,20,25,31	069e81b127cad8bf25a66f07492fb8ba	2b601f9cd78236710e502c34637c1690
672	208001	2008-01-01	14	29	4	9	7	2	3	2,4,7,9,14,29	978e5aa828368155d023888711d51440	f0bbac72e60a64aecfbe87e3926e9cd9
673	208002	2008-01-03	4	18	22	25	3	29	9	3,4,18,22,25,29	3bd533e1738f65bfe6a582443b886879	82d7759dda4ea554461deabcd09ecf08
674	208003	2008-01-06	17	8	6	13	11	19	12	6,8,11,13,17,19	3dcfb428a34ee955001cad687fd085e8	5da5210b348cfd544dd3aa2911c0dc3c
675	208004	2008-01-08	29	27	8	4	23	22	8	4,8,22,23,27,29	1b2387a6ff6d64a9f6a66fb571499658	1e5c2fc0f0f71612ba9b950d47600248
676	208005	2008-01-10	3	24	25	22	15	5	15	3,5,15,22,24,25	0b51293c1073ecca2e9e33268844fa94	6e6f9e4eb9a866dcde73499a736b4f10
677	208006	2008-01-13	18	27	14	22	16	1	14	1,14,16,18,22,27	3bfca80836f0dc4298c621b8da724072	327037b806a49ef15d94e2a38da3612b
678	208007	2008-01-15	30	22	13	17	23	1	11	1,13,17,22,23,30	2aa7063dd577993c087b461d2bbbf435	273a641ca3bdf62367635ed4a0f58b8e
679	208008	2008-01-17	2	16	27	15	23	26	7	2,15,16,23,26,27	552178fd507e98acbac594fce4ce3cad	4ebfa29e72256282d077f0f9a86b557f
680	208009	2008-01-20	21	31	32	9	30	29	16	9,21,29,30,31,32	da8df3d329b431a5ae445c5dbafc7be6	aead9b76c5e9c17161af38f63619b3bf
681	208010	2008-01-22	3	8	27	17	21	11	9	3,8,11,17,21,27	073249b68f55e8bf3bebcdfbc56e2658	742689f0bec5c557a82593183ee06323
682	208011	2008-01-24	17	14	30	21	32	2	3	2,14,17,21,30,32	32c52a58e0f549ad95156502a588c82c	2a7065049a6fff191f4fb9a0a4cbb540
683	208012	2008-01-27	20	5	3	16	4	30	13	3,4,5,16,20,30	5752dc756617778949fd9c5767e14a01	1ef86aa235d16aa264395ce812a74c87
684	208013	2008-01-29	28	8	2	15	16	22	10	2,8,15,16,22,28	ec800e4287590c91243212c874f25063	55237d472ebafab94f89b974317a028d
685	208014	2008-01-31	11	31	3	21	17	9	14	3,9,11,17,21,31	b26505029f9ce6d4c7c5cbd4e2d8e843	76c7daa07498d5ce67aef41f4c775ff1
686	208015	2008-02-03	33	8	6	29	11	16	3	6,8,11,16,29,33	02eb25fd55c091dbb38099caf8c2d5aa	e17d5a264377387ab890c0e85f0ac465
687	208016	2008-02-05	14	3	21	29	12	33	13	3,12,14,21,29,33	4e7c21b047b8f904eddd5945b3db736b	2d6ef13b873d5a490ca99762a630bd11
688	208017	2008-02-14	20	22	2	7	17	5	2	2,5,7,17,20,22	6b577744870236f892ba1c70eb15748b	76b4944f9441925433068b0eb1573cbb
689	208018	2008-02-17	33	23	6	5	2	26	13	2,5,6,23,26,33	f7eadc3ffbabe05df19bdfa564ae6921	e066fa24818e92a05936c25e3a020dfa
690	208019	2008-02-19	31	9	11	2	17	27	5	2,9,11,17,27,31	9eaa4ae9ed4bac49c3469a1c9cc53a4b	b54fcde25503675e088af03c217301d2
691	208020	2008-02-21	28	30	15	10	3	13	3	3,10,13,15,28,30	280c067a04a5a1283b3c8d9183b0bb05	3d1552845d54f0426f34af8934fbd6c1
692	208021	2008-02-24	12	26	20	28	19	9	15	9,12,19,20,26,28	f408c37ca793e33937a444785063bd8c	5c792ef223ff37df385042f3dcd628c7
693	208022	2008-02-26	28	24	32	12	20	18	5	12,18,20,24,28,32	adec1c9140bf7361b959f713450ceff7	08fb24c3e571b6e912c6d8cd8c3bfb2b
694	208023	2008-02-28	18	25	32	8	16	26	2	8,16,18,25,26,32	dbe0892fbef8a40378af53c828b672fc	8da41a26f748786c64f061ca4c08a530
695	208024	2008-03-02	28	20	26	30	11	21	13	11,20,21,26,28,30	5e709961473a940c5a2a745a177a598b	050092b369a92a1f3670391843f677b3
696	208025	2008-03-04	17	8	21	19	16	18	14	8,16,17,18,19,21	930ebc1e68526d127a06f1b5704c37b3	094e9cc89e0b7f81e42c8cb31eb10963
697	208026	2008-03-06	5	29	17	19	32	27	3	5,17,19,27,29,32	85d772c52195932f06e4654da18b0827	573fd5b7a8c47cb6f9d67fd44b11a69c
698	208027	2008-03-09	18	23	24	26	19	15	13	15,18,19,23,24,26	f9b6aa6651ff64313ff5c7950e622147	6b57b3074e3e1531f6fa9300820fb144
699	208028	2008-03-11	26	1	32	29	13	21	10	1,13,21,26,29,32	52fea06465f5b64182b10f2d270c00cb	2a3cedcfbbaaafbad079ecf7ebce5bad
700	208029	2008-03-13	9	1	14	22	29	32	12	1,9,14,22,29,32	310347f338c3dac778ad0ae8767da4a4	6b9755c6b1fb8b938ddc0d2dd69f4526
701	208030	2008-03-16	15	28	18	19	20	6	11	6,15,18,19,20,28	5b6e8979f9838251bb86132ffb14416c	48e90a5820e437f1cc14c49b16e41a53
702	208031	2008-03-18	6	31	21	3	11	15	13	3,6,11,15,21,31	6594ff3b892bd328012ee670bfdae332	6dda0ea9934860a800c1e8ea053905f1
703	208032	2008-03-20	14	21	28	16	23	5	13	5,14,16,21,23,28	631adf3e26b869fa59f5cd7685112b86	6bd5f9439035baa01bb60dcd3a51a5ed
704	208033	2008-03-23	18	30	33	12	17	31	4	12,17,18,30,31,33	482461972d6b88eeaae06f9e07ac0212	e9995b15c6d42be0ed298ca1ffe105b3
705	208034	2008-03-25	3	29	5	9	21	11	9	3,5,9,11,21,29	e890631ecbe6024a19970440f5714753	2d7a994f6e268f0656886bed967442df
706	208035	2008-03-27	18	7	29	14	11	17	16	7,11,14,17,18,29	ba65ecf7ff6df8a280e9c94133cdd8d9	08b3d5f47a54833d42f4d2eeb82e277c
707	208036	2008-03-30	18	2	28	23	6	13	16	2,6,13,18,23,28	dcfe045cabbe1e257e4ed5b0ead0bb0e	4c483072f1921695adf061448f6eb705
708	208037	2008-04-01	1	22	12	31	24	28	6	1,12,22,24,28,31	a5c01f9ca6ede90aa8e51fccac24b14d	23940f14c2380269328168be94e2b4ce
709	208038	2008-04-03	10	3	9	11	19	15	13	3,9,10,11,15,19	8932b3d63d4294e731a01f30d99aead2	c31eca2432ef7b77c9d7417f8cec3e58
710	208039	2008-04-06	7	13	1	10	22	29	1	1,7,10,13,22,29	39f9627c4a5a92ceac0050a0cb185db5	772db58a23bdb3d9ca85806aa54ae841
711	208040	2008-04-08	25	22	27	6	28	13	9	6,13,22,25,27,28	1028685e6dd7761b86cd751183e50870	03618a091abd80cbbc3a76c1a86d3c38
712	208041	2008-04-10	27	22	20	23	11	8	4	8,11,20,22,23,27	986938ccbff3788b533ff0ee7984f4ae	66837fdc9d29902c377cf68beae51bb1
713	208042	2008-04-13	12	9	24	4	3	11	1	3,4,9,11,12,24	279bfcbd14d277d6d4848625e77c65fd	e339a9aa294b8236ef6fb1155471f55d
714	208043	2008-04-15	33	16	22	10	27	3	14	3,10,16,22,27,33	ac2a694de880a38c8f1aa7d89bbdd750	3de2db027867ba5f6fa41f1c1d24969d
715	208044	2008-04-17	26	9	29	5	20	7	9	5,7,9,20,26,29	d594cc6dd5053a01ec6a9b22de4f318b	9bc00f8c7e11cecfb4803d0fa707f83b
716	208045	2008-04-20	21	10	32	13	1	29	4	1,10,13,21,29,32	c11bb279ecd16cafbb034d5082f0adce	9f95d0a41d84c00d5d004cafddd9e7c5
717	208046	2008-04-22	16	18	28	24	33	15	15	15,16,18,24,28,33	be20c20514831c6941106875d4c86220	786bda2ac2b72d876a5054755c5a4460
718	208047	2008-04-24	14	22	13	12	9	20	10	9,12,13,14,20,22	94a0de3c771d5735532c60ebce288f52	3f2676bcf48720e7440d90da3b7489ce
719	208048	2008-04-27	30	27	32	11	21	18	1	11,18,21,27,30,32	fdcacbe588216976a2b30ac96826e6bd	081f2cb2bbb0ee38d2164b936e00b8e4
720	208049	2008-04-29	13	3	10	25	12	19	4	3,10,12,13,19,25	656607a017b5579207746a253f6d6b64	e2941d9efbc487f1e8c254327105bb2d
721	208050	2008-05-01	27	11	1	26	19	24	3	1,11,19,24,26,27	f13aadfebadf7f5244d8cf26c8e94a25	ba0131d36b2036801985ba6fd3282c6a
722	208051	2008-05-04	4	8	1	13	10	33	11	1,4,8,10,13,33	ef0408a217dc13ba746b12c9a2b6a145	043739678fd8e1ce3c997a1cba9d8865
723	208052	2008-05-06	31	2	29	23	10	17	10	2,10,17,23,29,31	8cf311af32ecab1e10360d61372ca015	070277cd758df076c39d6e1fd180ece6
724	208053	2008-05-08	21	12	19	20	6	27	4	6,12,19,20,21,27	6e4f847f8b62e815d88ec370eef5d706	8fc6e09c89142b43b3e7c7b0adf8e8ec
725	208054	2008-05-11	2	16	17	25	6	20	7	2,6,16,17,20,25	3fe19a0496d8c51796688f56c3fac6db	51671d047b01bddb81ace7e7d307e84e
726	208055	2008-05-13	26	16	23	11	19	31	4	11,16,19,23,26,31	7737b03bb649115f226027df1078c52b	c4f69c827971ecc04e0b58ef6f392bfb
727	208056	2008-05-15	8	30	22	23	13	25	7	8,13,22,23,25,30	813511394970e05d7513ffcef3d97c95	41e7a2f0187478dabfc60c14a35d9b1b
728	208057	2008-05-18	28	20	30	21	19	26	8	19,20,21,26,28,30	4c68d83e7c235c13943103fa83fa71a7	96b6d6761238781508f7542ff46252a5
729	208058	2008-05-20	27	21	12	31	1	29	11	1,12,21,27,29,31	025787d17b0857ade3e32e731b50e6d9	aaf70bd2a656d0e87e25bd8a08ceafcd
730	208059	2008-05-22	6	15	2	32	29	31	16	2,6,15,29,31,32	35ae5d90f5bd3892a270a66fe188ccae	aab76065f280b22a41ea184ef4d51e01
731	208060	2008-05-25	32	30	6	8	17	7	3	6,7,8,17,30,32	07de039f4ecb83029839e53c0522acdf	01f3dca9951d10bac5b1e09491c5b7bd
732	208061	2008-05-27	2	5	12	1	31	26	6	1,2,5,12,26,31	7d731f00fc7172719658a1df8b98cbd1	322dc7728a3a57af5090a7006f909072
733	208062	2008-05-29	17	24	27	6	13	8	15	6,8,13,17,24,27	44dec1ae120717a4159a17aa4cce57e2	3e934ada850f11ca36cc275b883229b5
734	208063	2008-06-01	14	9	5	17	11	16	15	5,9,11,14,16,17	bb1800125a7884b60f6e1473db397d96	d14dc9aae1b9354c35e89377f5199b5d
735	208064	2008-06-03	1	12	7	2	9	18	12	1,2,7,9,12,18	2b73823f2cf16a3f8a3b37864a9147c3	fbad1e442a53c477dcf4ad7a5a14da2d
736	208065	2008-06-05	13	30	19	31	15	5	5	5,13,15,19,30,31	d10b98791eb0657bf055097da41a1917	c0dedaa268b5f82c5888e92bba23bef8
737	208066	2008-06-08	7	21	22	30	12	29	8	7,12,21,22,29,30	291ab529f8195a086146ef1d995cdf38	020ce14391a360e82c872f9f6fd18815
738	208067	2008-06-10	19	11	10	26	33	15	13	10,11,15,19,26,33	1134fd15e0c1d852465dffd6e542ddef	48dca2f115f216978f7424806880b236
739	208068	2008-06-12	5	23	29	17	7	27	7	5,7,17,23,27,29	4e07e33d604b91b727c1a1bcad2a75c0	3e666e1a8399c88f1ff9b46efb4bc49a
740	208069	2008-06-15	8	5	26	17	20	30	10	5,8,17,20,26,30	39c9f96b148d7b670b74cb8cfd710935	b2289ad597878bc4d8b3070ff00c09b2
741	208070	2008-06-17	12	33	6	15	18	5	13	5,6,12,15,18,33	99e3526136df025fd951a5269257c89f	872090d8a6ca5c07a805d0ecc76a2a79
742	208071	2008-06-19	21	1	26	27	6	28	9	1,6,21,26,27,28	031b8dd2d3d27938be3892a922294f39	402fce1e393078d59d892bffaaed3bed
743	208072	2008-06-22	18	1	5	22	10	30	9	1,5,10,18,22,30	f377f2abc2959125e5741a768db9ce5d	758865b4408de275575d707bb189471d
744	208073	2008-06-24	22	13	28	33	9	1	8	1,9,13,22,28,33	9601d5b6353429fda08d536c5e3ea655	13f5004dc982d1428ae4caaf3eb1f162
745	208074	2008-06-26	24	19	15	11	20	1	9	1,11,15,19,20,24	20f3cc1f5dca28c2e78483a970b507a5	fcab2c53d9d74bec531d7fbcb67ea4f8
746	208075	2008-06-29	18	22	1	14	30	8	3	1,8,14,18,22,30	f928f4b45f22a0fface9304305c10643	e198f61716715b63fbe5ca75745218d8
747	208076	2008-07-01	18	11	5	13	7	2	11	2,5,7,11,13,18	6cd75ac48797500cb26d002370acfb00	5297b1508b7ea4e7fa331acebf511ed4
748	208077	2008-07-03	30	26	4	12	33	22	9	4,12,22,26,30,33	4b05de91778701111d76b97313bbdd77	bd25c7e8a300a509005ead3665d49972
749	208078	2008-07-06	13	30	16	26	33	6	1	6,13,16,26,30,33	4f4df3d6bc28a4d854ff303248db2e32	afe0cb99ec3acbd071525a77a59a4723
750	208079	2008-07-08	32	5	20	4	3	10	9	3,4,5,10,20,32	27394ac21a700d8a2c0874bc3d71cf2a	c368ff549d9ab798028dc456818caec2
751	208080	2008-07-10	14	4	25	29	22	32	14	4,14,22,25,29,32	855f76c13f000409aaaa254875e9fe74	98152a776641838c321f1071ab0fad93
752	208081	2008-07-13	25	31	18	13	12	2	4	2,12,13,18,25,31	af8b0776487ebf65c116bbd83dca859b	1bb9e975913670de86e161ae56be4a59
753	208082	2008-07-15	8	4	26	21	10	12	9	4,8,10,12,21,26	29755f0e9b6b0d8da75375cbbf4eda9f	a6e336ac675be5b959e5a1b3fdddd73e
754	208083	2008-07-17	9	29	7	8	18	32	9	7,8,9,18,29,32	c8010b2b252182dd62f3a76b37442fbf	823943b3a904135fb1b1f4907f4a4d71
755	208084	2008-07-20	20	13	4	30	7	29	16	4,7,13,20,29,30	1ebabf6a3ef5a6b9f3e97cf2017c72bc	10d6521fa8fae52a8f0d5506449f8fc4
756	208085	2008-07-22	24	1	20	12	4	29	15	1,4,12,20,24,29	55f0830af1e188c77ba438ce6c81cb03	ea2742ee674c4db019032c84833ae67e
757	208086	2008-07-24	27	10	26	30	4	5	12	4,5,10,26,27,30	0688d6a03832a7ce85362462229bb846	155c48e5c16b6545fcb5c7c5aa85f6c7
758	208087	2008-07-27	30	1	29	31	7	26	6	1,7,26,29,30,31	ee5b5546b1342a3a65bed670e3f13ac8	469f8db6b5dc501542d0a7098f75f981
759	208088	2008-07-29	6	17	8	23	16	1	5	1,6,8,16,17,23	6d1bacef29b59620f28e513434a77187	f56f0381adf1c06640cf2eebbf2c6392
760	208089	2008-07-31	22	27	3	16	11	6	11	3,6,11,16,22,27	4f470871869edb06dbf07b9c57f9e1bf	94afa6bf776d9ed56aa57828df663a2e
761	208090	2008-08-03	14	19	2	24	18	7	1	2,7,14,18,19,24	955be02ab969e62fe6e8d66f48413a5f	dbd169ff54e777092b8a8497da8fc6fd
762	208091	2008-08-05	31	23	3	12	14	32	10	3,12,14,23,31,32	55cae077319df7e2f757dbff10625b33	93d013a344296c56ac19a1a6a92eb2e4
763	208092	2008-08-07	28	27	30	18	3	1	5	1,3,18,27,28,30	2bc394a62738ebbb357283acb2efecc3	ede7b7835897b81fa432cbac981595b4
764	208093	2008-08-10	26	16	4	10	12	28	7	4,10,12,16,26,28	60df95438a77c4beb57fc157a3d50f7a	244a02752e19c1282aab4f9d2ab4f0ec
765	208094	2008-08-12	28	1	15	23	16	4	14	1,4,15,16,23,28	fed44e8a5f66a18b9e8364be124b7fff	bc4a6884cc53bcee77e957c4ebdd7928
766	208095	2008-08-14	8	14	21	29	28	3	3	3,8,14,21,28,29	5973fa7bf10ef8b99a864ad010a0e6ea	ef576b19abd8e95c56f0dcfbcc2747ab
767	208096	2008-08-17	8	6	27	24	12	31	14	6,8,12,24,27,31	c7a11b32f529dc4eb4477833817f6b8b	58245091599e666c9d6c00156873867b
768	208097	2008-08-19	6	16	17	3	8	9	13	3,6,8,9,16,17	cd55dcb273bfcecb204215e759490c4f	ee5434ef80b0e011454c365d14a4817f
769	208098	2008-08-21	11	10	6	7	15	30	1	6,7,10,11,15,30	de054bed99e0f98330802d46814e4cca	12ac16b9f0bf4b1fdaaa8cc3e1c0b544
770	208099	2008-08-24	24	23	22	15	16	10	7	10,15,16,22,23,24	070bb0b7dfef8d1cb61268700da2627c	591e7ae19ee5bbd84d81ef83e9eb71ee
771	208100	2008-08-26	8	14	21	28	27	17	14	8,14,17,21,27,28	6c94f770462219e046f89f71ee72c354	0697e459ab0779e5421650a8ce7d573a
772	208101	2008-08-28	26	17	21	30	9	28	4	9,17,21,26,28,30	44f3861b28cfe8d24637ee9bbde10825	a7a14a73e0996ebea2bd1303e8a6e1fc
773	208102	2008-08-31	7	32	3	25	12	21	5	3,7,12,21,25,32	3df09113ebe7b9d4252e6fa864760863	b71c944b0feddb71f2bddec1744d6945
774	208103	2008-09-02	22	12	33	16	1	18	4	1,12,16,18,22,33	143036080aef143eb45682b281beffd6	83bc0670510f00b1b004c4e67563edf9
775	208104	2008-09-04	31	24	3	6	8	17	1	3,6,8,17,24,31	23fa956e2e9f0567c98e01846038b718	935521104831e152e1a499e67ae66eb1
776	208105	2008-09-07	27	19	5	17	28	32	2	5,17,19,27,28,32	57d91f5c5983933eb512d6959801d80f	7833090e1a8aaf76831558b014b87d63
777	208106	2008-09-09	27	29	30	14	25	19	15	14,19,25,27,29,30	95b74bfcab656175d96af04101740098	df8435bdd8519a044fc91cdb95768010
778	208107	2008-09-11	13	22	32	18	27	6	4	6,13,18,22,27,32	d65e2500310688c16bc2cbfaf24af5f1	be7d440c638b118e226c0ad918eee68a
779	208108	2008-09-14	30	15	9	23	17	10	12	9,10,15,17,23,30	2248ab0c8f5ec37c6479dce5fe6f9f88	05df0d3e54f4b6638a3b397a0e12ee3f
780	208109	2008-09-16	28	7	4	16	21	9	10	4,7,9,16,21,28	b74ca28ec064454314379e43339f1b6d	57baa3e5a92246c2a53fd6b05ae0f109
781	208110	2008-09-18	16	22	10	29	23	31	2	10,16,22,23,29,31	e3681a2a2c1b118a4981186bf8bd9d3e	896d6678543e9124fa913bfc6d4436d8
782	208111	2008-09-21	21	18	17	31	25	32	6	17,18,21,25,31,32	b986b42969a6d7d4d8f9ba87c6e9b644	f6a4f4b65149e1d6f554fd92447dcc06
783	208112	2008-09-23	19	14	13	23	22	5	6	5,13,14,19,22,23	3f8e829c46e43fbc7bd4c2e7ee1834c6	a67110725664a51c44bacc83f09c1f9e
784	208113	2008-09-25	6	10	22	9	12	17	9	6,9,10,12,17,22	5359d0c2e27fe8e976f43aea4647041f	c62f454de594f5fdc0333f7f80e3c145
785	208114	2008-09-28	24	25	4	9	20	31	14	4,9,20,24,25,31	b42f44fff489d2f978b83834379451e9	c1e9488eb4e004c1f188e775dae4a190
786	208115	2008-09-30	18	13	17	2	12	14	6	2,12,13,14,17,18	f624ce472ed41d5e7232bbd925c6ceb5	4e93b127d75140696ad9ceb006831347
787	208116	2008-10-02	3	21	24	22	29	7	14	3,7,21,22,24,29	648f464709bfd26d1b45d9b86a47ee87	9595ce7356e1cf953b3960cf4ad86632
788	208117	2008-10-05	3	33	5	7	10	14	7	3,5,7,10,14,33	e119d5399e3a6c8bd289548746d94549	d39c62f4249f8c08e3b2af2498030aa3
789	208118	2008-10-07	27	4	31	33	9	16	1	4,9,16,27,31,33	021c4426286f3885c8489594e704857c	c71a918d57b3f674122be6e3c44cecc4
790	208119	2008-10-09	9	5	7	29	24	15	7	5,7,9,15,24,29	0cdea89b713529362d107f753f91e02f	ed71d079f5e5d8bfe93c78dd10f0ca85
791	208120	2008-10-12	11	24	33	22	10	26	2	10,11,22,24,26,33	fd5536f32cbba0fe672fb32b5b41f084	67401b6eb79299164db78929b350775b
792	208121	2008-10-14	27	2	22	31	23	32	6	2,22,23,27,31,32	5a2f9d0a7b6ed39219490075c6c2b277	639d52008c966f16c6ade0a87ff968a1
793	208122	2008-10-16	14	19	8	11	2	26	15	2,8,11,14,19,26	8095ac8a098ee8300367ce826537ed68	472f36757264e089ab40dadd567f43f8
794	208123	2008-10-19	10	16	15	29	25	11	2	10,11,15,16,25,29	a88df471845cd4f03fdeb9b9d84800a5	127da67de1cd545ec6a478db9d3efded
795	208124	2008-10-21	22	7	21	10	13	1	3	1,7,10,13,21,22	a92a8ecebde4a422c46eff23e6599f07	df6bf06be5f89568db5dce9cc86e4b17
796	208125	2008-10-23	15	26	11	29	10	12	9	10,11,12,15,26,29	4c1cf975548ebe0c2d2c25ff8460e42e	3592f4ff1361d961d73c7cd723f05a52
